zip5,county_fips,CBSA Code,CBSA Title
06359,09011,,
74042,40105,,
39056,28049,27140,"Jackson, MS"
14782,36013,27460,"Jamestown-Dunkirk, NY"
54817,55129,,
35016,01095,10700,"Albertville, AL"
38868,28081,46180,"Tupelo, MS"
57339,46017,,
45724,39167,31930,"Marietta, OH"
31772,13321,10500,"Albany, GA"
61421,17175,37900,"Peoria, IL"
62871,17059,,
83714,16001,14260,"Boise City, ID"
49685,26055,45900,"Traverse City, MI"
66959,20157,,
78001,48283,,
98294,53061,42660,"Seattle-Tacoma-Bellevue, WA"
71855,05057,,
32832,12095,36740,"Orlando-Kissimmee-Sanford, FL"
38771,28133,,
37688,47091,,
43149,39073,18140,"Columbus, OH"
72016,05105,30780,"Little Rock-North Little Rock-Conway, AR"
37130,47149,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
44044,39093,17410,"Cleveland, OH"
61537,17123,37900,"Peoria, IL"
12032,36041,,
14804,36003,,
06249,09011,,
55314,27129,,
55704,27115,,
64084,29177,28140,"Kansas City, MO-KS"
55767,27017,20260,"Duluth, MN-WI"
21136,24005,12580,"Baltimore-Columbia-Towson, MD"
42732,21093,21060,"Elizabethtown, KY"
55924,27039,40340,"Rochester, MN"
67513,20165,,
79560,48151,,
26425,54077,34060,"Morgantown, WV"
42351,21091,,
50230,19083,,
81620,08037,20780,"Edwards, CO"
70544,22045,35340,"New Iberia, LA"
48881,26067,24340,"Grand Rapids-Wyoming-Kentwood, MI"
45616,39001,,
78025,48265,28500,"Kerrville, TX"
01331,25027,49340,"Worcester, MA"
04424,23029,,
06371,09011,,
70737,22005,12940,"Baton Rouge, LA"
29630,45077,24860,"Greenville-Anderson-Greer, SC"
28636,37003,25860,"Hickory-Lenoir-Morganton, NC"
54611,55053,,
98232,53057,34580,"Mount Vernon-Anacortes, WA"
61014,17015,,
67333,20125,,
98338,53053,42660,"Seattle-Tacoma-Bellevue, WA"
98051,53033,42660,"Seattle-Tacoma-Bellevue, WA"
36738,01091,,
24487,51091,,
53525,55105,27500,"Janesville-Beloit, WI"
85939,04017,43320,"Show Low, AZ"
77378,48339,26420,"Houston-Pasadena-The Woodlands, TX"
34221,12081,35840,"North Port-Bradenton-Sarasota, FL"
62613,17129,44100,"Springfield, IL"
06281,09015,,
62898,17081,34500,"Mount Vernon, IL"
47725,18163,21780,"Evansville, IN"
02790,25005,39300,"Providence-Warwick, RI-MA"
81237,08051,,
65767,29059,44180,"Springfield, MO"
14775,36013,27460,"Jamestown-Dunkirk, NY"
29843,45009,,
62214,17189,,
75058,48181,43300,"Sherman-Denison, TX"
74636,40053,,
53583,55111,12660,"Baraboo, WI"
15424,42111,43740,"Somerset, PA"
97813,41059,25840,"Hermiston-Pendleton, OR"
49777,26141,,
62890,17055,,
17307,42001,23900,"Gettysburg, PA"
52404,19113,16300,"Cedar Rapids, IA"
48439,26049,22420,"Flint, MI"
75125,48139,19100,"Dallas-Fort Worth-Arlington, TX"
95519,06023,21700,"Eureka-Arcata, CA"
48117,26115,33780,"Monroe, MI"
03768,33009,30150,"Lebanon-Claremont, NH-VT"
77994,48123,,
63453,29045,,
12846,36113,24020,"Glens Falls, NY"
27957,37015,,
42411,21033,,
31077,13091,,
73064,40017,36420,"Oklahoma City, OK"
13073,36109,27060,"Ithaca, NY"
35978,01049,22840,"Fort Payne, AL"
04925,23025,,
57072,46135,49460,"Yankton, SD"
80425,08059,19740,"Denver-Aurora-Centennial, CO"
14837,36123,,
67135,20079,48620,"Wichita, KS"
51530,19165,,
06759,09005,,
73736,40047,21420,"Enid, OK"
65772,29009,,
03458,33011,31700,"Manchester-Nashua, NH"
60964,17091,28100,"Kankakee, IL"
78572,48215,32580,"McAllen-Edinburg-Mission, TX"
27919,37143,,
24586,51143,19260,"Danville, VA"
76537,48491,12420,"Austin-Round Rock-San Marcos, TX"
40299,21111,31140,"Louisville/Jefferson County, KY-IN"
55353,27145,41060,"St. Cloud, MN"
49055,26159,,
50670,19023,,
99925,02198,,
14036,36037,12860,"Batavia, NY"
67037,20173,48620,"Wichita, KS"
75421,48277,37580,"Paris, TX"
29628,45001,24940,"Greenwood, SC"
66432,20149,31740,"Manhattan, KS"
62810,17081,34500,"Mount Vernon, IL"
55991,27157,40340,"Rochester, MN"
52551,19177,,
35746,01071,42460,"Scottsboro, AL"
75449,48147,14300,"Bonham, TX"
63870,29143,,
51563,19085,36540,"Omaha, NE-IA"
45390,39037,24820,"Greenville, OH"
45744,39167,31930,"Marietta, OH"
31550,13299,48180,"Waycross, GA"
31019,13175,20140,"Dublin, GA"
23866,51175,,
08005,34029,35620,"New York-Newark-Jersey City, NY-NJ"
36453,01031,21460,"Enterprise, AL"
15550,42009,,
56214,27127,,
93526,06027,13860,"Bishop, CA"
54664,55103,,
29434,45015,16700,"Charleston-North Charleston, SC"
70461,22103,43640,"Slidell-Mandeville-Covington, LA"
36303,01069,20020,"Dothan, AL"
49271,26059,25880,"Hillsdale, MI"
76955,48451,41660,"San Angelo, TX"
68423,31159,30700,"Lincoln, NE"
42056,21007,37140,"Paducah, KY-IL"
24631,51027,,
61571,17179,37900,"Peoria, IL"
48835,26037,29620,"Lansing-East Lansing, MI"
53929,55057,,
72851,05083,,
04294,23007,,
56042,27047,10660,"Albert Lea, MN"
49247,26091,10300,"Adrian, MI"
50065,19053,,
40387,21165,34460,"Mount Sterling, KY"
52773,19163,19340,"Davenport-Moline-Rock Island, IA-IL"
33875,12055,42700,"Sebring, FL"
91387,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
46777,18179,23060,"Fort Wayne, IN"
23959,51037,,
29670,45007,24860,"Greenville-Anderson-Greer, SC"
72534,05063,12900,"Batesville, AR"
48433,26049,22420,"Flint, MI"
27021,37169,49180,"Winston-Salem, NC"
31522,13127,15260,"Brunswick-St. Simons, GA"
72478,05121,,
47977,18073,16980,"Chicago-Naperville-Elgin, IL-IN"
47340,18135,,
61854,17147,16580,"Champaign-Urbana, IL"
36116,01101,33860,"Montgomery, AL"
59323,30087,,
62865,17055,,
23124,51127,40060,"Richmond, VA"
13354,36065,46540,"Utica-Rome, NY"
64078,29037,28140,"Kansas City, MO-KS"
22405,51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
52362,19105,16300,"Cedar Rapids, IA"
38348,47017,,
57759,46081,43940,"Spearfish, SD"
26055,54051,48540,"Wheeling, WV-OH"
68037,31025,36540,"Omaha, NE-IA"
39564,28059,25060,"Gulfport-Biloxi, MS"
36117,01101,33860,"Montgomery, AL"
83332,16083,46300,"Twin Falls, ID"
89521,32031,39900,"Reno, NV"
62550,17173,,
15531,42111,43740,"Somerset, PA"
64742,29037,28140,"Kansas City, MO-KS"
17040,42099,25420,"Harrisburg-Carlisle, PA"
82420,56003,,
46614,18141,43780,"South Bend-Mishawaka, IN-MI"
17264,42061,26500,"Huntingdon, PA"
23089,51127,40060,"Richmond, VA"
30452,13031,44340,"Statesboro, GA"
36346,01031,21460,"Enterprise, AL"
62634,17107,30660,"Lincoln, IL"
62476,17047,,
21804,24045,41540,"Salisbury, MD"
14710,36013,27460,"Jamestown-Dunkirk, NY"
16401,42049,21500,"Erie, PA"
95937,06113,40900,"Sacramento-Roseville-Folsom, CA"
74038,40037,46140,"Tulsa, OK"
56228,27093,,
64866,29145,27900,"Joplin, MO-KS"
24602,51185,14140,"Bluefield, WV-VA"
84630,49039,,
24277,51105,,
72157,05029,,
76561,48099,28660,"Killeen-Temple, TX"
30678,13133,,
56587,27111,22260,"Fergus Falls, MN"
63939,29181,,
21787,24013,12580,"Baltimore-Columbia-Towson, MD"
35574,01075,,
38321,47017,,
92399,06071,40140,"Riverside-San Bernardino-Ontario, CA"
96124,06091,,
48635,26129,,
33592,12057,45300,"Tampa-St. Petersburg-Clearwater, FL"
07827,34037,35620,"New York-Newark-Jersey City, NY-NJ"
67430,20089,,
37692,47171,27740,"Johnson City, TN"
17238,42057,,
81612,08097,40090,"Rifle, CO"
37826,47107,11940,"Athens, TN"
43332,39101,32020,"Marion, OH"
16668,42021,27780,"Johnstown, PA"
82224,56009,,
62627,17017,,
66537,20139,45820,"Topeka, KS"
37179,47187,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
77419,48321,13060,"Bay City, TX"
79036,48065,11100,"Amarillo, TX"
38452,47181,,
30629,13195,12020,"Athens-Clarke County, GA"
71866,05081,45500,"Texarkana, TX-AR"
42104,21227,14540,"Bowling Green, KY"
13140,36011,12180,"Auburn, NY"
05673,50023,12740,"Barre, VT"
37362,47139,17420,"Cleveland, TN"
52755,19103,26980,"Iowa City, IA"
29579,45051,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC"
41514,21195,38210,"Pikeville, KY"
95329,06109,43760,"Sonora, CA"
57271,46025,,
68792,31027,,
53597,55025,31540,"Madison, WI"
72456,05021,,
40419,21137,19220,"Danville, KY"
65610,29043,44180,"Springfield, MO"
31812,13263,17980,"Columbus, GA-AL"
77302,48339,26420,"Houston-Pasadena-The Woodlands, TX"
83804,16017,41760,"Sandpoint, ID"
97040,41065,45520,"The Dalles, OR"
38954,28083,24900,"Greenwood, MS"
13622,36045,48060,"Watertown-Fort Drum, NY"
35405,01125,46220,"Tuscaloosa, AL"
56592,27119,24220,"Grand Forks, ND-MN"
42041,21075,,
99009,53063,44060,"Spokane-Spokane Valley, WA"
18470,42115,,
65632,29105,30060,"Lebanon, MO"
68377,31095,,
95950,06011,,
31017,13319,,
61741,17105,38700,"Pontiac, IL"
62479,17079,,
99121,53019,,
19963,10005,42580,"Seaford, DE"
29209,45079,17900,"Columbia, SC"
42051,21083,32460,"Mayfield, KY"
40107,21179,31140,"Louisville/Jefferson County, KY-IN"
65644,29059,44180,"Springfield, MO"
16435,42039,32740,"Meadville, PA"
29732,45091,16740,"Charlotte-Concord-Gastonia, NC-SC"
29492,45015,16700,"Charleston-North Charleston, SC"
33478,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
78669,48453,12420,"Austin-Round Rock-San Marcos, TX"
35958,01071,42460,"Scottsboro, AL"
63952,29223,,
54738,55035,20740,"Eau Claire, WI"
51342,19147,,
63621,29093,,
39162,28163,27140,"Jackson, MS"
12804,36113,24020,"Glens Falls, NY"
37843,47029,35460,"Newport, TN"
46917,18015,29200,"Lafayette-West Lafayette, IN"
21655,24011,,
38253,47131,46460,"Union City, TN"
54670,55081,43890,"Sparta, WI"
46774,18003,23060,"Fort Wayne, IN"
13439,36077,36580,"Oneonta, NY"
50621,19075,47940,"Waterloo-Cedar Falls, IA"
61540,17123,37900,"Peoria, IL"
39456,28041,,
68743,31043,43580,"Sioux City, IA-NE-SD"
14468,36055,40380,"Rochester, NY"
52229,19011,16300,"Cedar Rapids, IA"
68456,31159,30700,"Lincoln, NE"
75447,48147,14300,"Bonham, TX"
28115,37097,16740,"Charlotte-Concord-Gastonia, NC-SC"
72379,05041,,
73720,40047,21420,"Enid, OK"
55909,27099,12380,"Austin, MN"
36580,01003,19300,"Daphne-Fairhope-Foley, AL"
56304,27141,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
38224,47079,37540,"Paris, TN"
97476,41015,15060,"Brookings, OR"
24538,51031,31340,"Lynchburg, VA"
13159,36067,45060,"Syracuse, NY"
46793,18033,12140,"Auburn, IN"
67474,20183,,
67123,20015,48620,"Wichita, KS"
97819,41001,12520,"Baker City, OR"
13131,36075,45060,"Syracuse, NY"
24128,51071,13980,"Blacksburg-Christiansburg-Radford, VA"
58370,38005,,
25243,54087,,
53804,55043,38420,"Platteville, WI"
06351,09011,,
30214,13113,12060,"Atlanta-Sandy Springs-Roswell, GA"
49042,26149,44780,"Sturgis, MI"
14080,36029,15380,"Buffalo-Cheektowaga, NY"
44428,39155,49660,"Youngstown-Warren, OH"
77624,48457,,
36792,01007,13820,"Birmingham, AL"
54004,55005,39960,"Rice Lake, WI"
12009,36001,10580,"Albany-Schenectady-Troy, NY"
17960,42107,39060,"Pottsville, PA"
24951,54063,,
56339,27051,,
61235,17073,19340,"Davenport-Moline-Rock Island, IA-IL"
75707,48423,46340,"Tyler, TX"
76632,48145,47380,"Waco, TX"
93207,06107,47300,"Visalia, CA"
60958,17091,28100,"Kankakee, IL"
95570,06023,21700,"Eureka-Arcata, CA"
31712,13081,18380,"Cordele, GA"
76712,48309,47380,"Waco, TX"
60556,17037,16980,"Chicago-Naperville-Elgin, IL-IN"
41005,21015,17140,"Cincinnati, OH-KY-IN"
62458,17051,,
60959,17053,16580,"Champaign-Urbana, IL"
66550,20131,,
53126,55101,39540,"Racine-Mount Pleasant, WI"
12942,36031,,
52054,19097,,
61072,17201,40420,"Rockford, IL"
75959,48403,,
98368,53031,39040,"Port Townsend, WA"
26679,54067,,
23937,51037,,
68462,31109,30700,"Lincoln, NE"
95627,06113,40900,"Sacramento-Roseville-Folsom, CA"
74733,40013,20460,"Durant, OK"
23840,51053,40060,"Richmond, VA"
22610,51187,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
45810,39065,,
24281,51105,,
65626,29153,,
16373,42121,36340,"Oil City, PA"
54135,55078,43020,"Shawano, WI"
47025,18029,17140,"Cincinnati, OH-KY-IN"
97351,41053,41420,"Salem, OR"
12809,36115,24020,"Glens Falls, NY"
76023,48497,19100,"Dallas-Fort Worth-Arlington, TX"
50643,19013,47940,"Waterloo-Cedar Falls, IA"
65257,29175,33620,"Moberly, MO"
49067,26027,43780,"South Bend-Mishawaka, IN-MI"
26342,54021,,
61075,17085,,
33196,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
06069,09005,,
12072,36057,11220,"Amsterdam, NY"
56332,27041,10820,"Alexandria, MN"
14880,36003,,
31641,13185,46660,"Valdosta, GA"
37366,47061,,
88346,35027,40760,"Ruidoso, NM"
76622,48217,,
49345,26081,24340,"Grand Rapids-Wyoming-Kentwood, MI"
27830,37191,24140,"Goldsboro, NC"
29649,45047,24940,"Greenwood, SC"
45302,39149,43380,"Sidney, OH"
47805,18167,45460,"Terre Haute, IN"
64490,29049,28140,"Kansas City, MO-KS"
39402,28073,25620,"Hattiesburg, MS"
13755,36025,,
10512,36079,35620,"New York-Newark-Jersey City, NY-NJ"
94551,06001,41860,"San Francisco-Oakland-Fremont, CA"
59913,30029,28060,"Kalispell, MT"
15341,42059,,
37174,47119,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
65250,29089,17860,"Columbia, MO"
64061,29101,47660,"Warrensburg, MO"
16434,42039,32740,"Meadville, PA"
65479,29203,,
71663,05017,,
44847,39077,35940,"Norwalk, OH"
38581,47177,32660,"McMinnville, TN"
75640,48203,30980,"Longview, TX"
38762,28011,17380,"Cleveland, MS"
23883,51181,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
44878,39139,31900,"Mansfield, OH"
40014,21185,31140,"Louisville/Jefferson County, KY-IN"
03872,33003,,
35175,01095,10700,"Albertville, AL"
01340,25011,24640,"Greenfield, MA"
72137,05145,42620,"Searcy, AR"
44201,39133,10420,"Akron, OH"
14806,36003,,
44062,39055,17410,"Cleveland, OH"
36613,01097,33660,"Mobile, AL"
47957,18131,,
84757,49053,41100,"St. George, UT"
36542,01003,19300,"Daphne-Fairhope-Foley, AL"
72938,05131,22900,"Fort Smith, AR-OK"
95646,06003,23820,"Gardnerville Ranchos, NV-CA"
44662,39151,15940,"Canton-Massillon, OH"
54930,55137,,
61912,17029,16660,"Charleston-Mattoon, IL"
28377,37093,22180,"Fayetteville, NC"
16917,42117,,
81024,08071,,
95340,06047,32900,"Merced, CA"
38645,28027,17260,"Clarksdale, MS"
87051,35006,,
04937,23025,,
18426,42103,25770,"Hemlock Farms, PA"
84045,49049,39340,"Provo-Orem-Lehi, UT"
48755,26063,,
76058,48251,19100,"Dallas-Fort Worth-Arlington, TX"
48766,26011,,
14709,36003,,
22508,51137,29470,"Lake of the Woods, VA"
65081,29135,27620,"Jefferson City, MO"
50836,19173,,
65768,29067,,
04950,23025,,
75478,48223,44860,"Sulphur Springs, TX"
78574,48215,32580,"McAllen-Edinburg-Mission, TX"
76179,48439,19100,"Dallas-Fort Worth-Arlington, TX"
65284,29019,17860,"Columbia, MO"
68773,31003,,
70072,22051,35380,"New Orleans-Metairie, LA"
91917,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
32420,12063,,
72712,05007,22220,"Fayetteville-Springdale-Rogers, AR"
83235,16037,,
51235,19119,,
55080,27059,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27505,37085,11360,"Anderson Creek, NC"
52632,19111,22800,"Fort Madison, IA"
67052,20173,48620,"Wichita, KS"
17765,42117,,
32784,12083,36100,"Ocala, FL"
94552,06001,41860,"San Francisco-Oakland-Fremont, CA"
21673,24041,20660,"Easton, MD"
73065,40087,36420,"Oklahoma City, OK"
38232,47131,46460,"Union City, TN"
44842,39005,11740,"Ashland, OH"
29626,45007,24860,"Greenville-Anderson-Greer, SC"
31011,13091,,
56025,27043,,
49460,26139,24340,"Grand Rapids-Wyoming-Kentwood, MI"
32564,12113,37860,"Pensacola-Ferry Pass-Brent, FL"
05468,50007,15540,"Burlington-South Burlington, VT"
49274,26059,25880,"Hillsdale, MI"
50216,19077,19780,"Des Moines-West Des Moines, IA"
56444,27035,14660,"Brainerd, MN"
68422,31067,13100,"Beatrice, NE"
79024,48295,,
50653,19067,,
30803,13163,,
65604,29077,44180,"Springfield, MO"
61467,17095,23660,"Galesburg, IL"
58004,38017,22020,"Fargo, ND-MN"
61722,17113,14010,"Bloomington, IL"
41001,21037,17140,"Cincinnati, OH-KY-IN"
62243,17163,41180,"St. Louis, MO-IL"
78338,48261,,
68641,31037,18100,"Columbus, NE"
24326,51077,,
15534,42009,,
97394,41041,35440,"Newport, OR"
68326,31169,,
38951,28013,,
28168,37109,16740,"Charlotte-Concord-Gastonia, NC-SC"
45723,39009,11900,"Athens, OH"
31566,13025,15260,"Brunswick-St. Simons, GA"
45873,39125,,
64455,29147,32340,"Maryville, MO"
65323,29083,,
54661,55121,,
54669,55063,29100,"La Crosse-Onalaska, WI-MN"
12950,36031,,
52224,19011,16300,"Cedar Rapids, IA"
58363,38095,,
40374,21011,34460,"Mount Sterling, KY"
44023,39055,17410,"Cleveland, OH"
67629,20137,,
59354,30025,,
52777,19045,17540,"Clinton, IA"
50261,19121,19780,"Des Moines-West Des Moines, IA"
53120,55127,48580,"Whitewater-Elkhorn, WI"
72863,05083,,
47404,18105,14020,"Bloomington, IN"
46147,18011,26900,"Indianapolis-Carmel-Greenwood, IN"
61006,17103,19940,"Dixon, IL"
89021,32003,29820,"Las Vegas-Henderson-North Las Vegas, NV"
36749,01001,33860,"Montgomery, AL"
47874,18121,,
96781,15001,25900,"Hilo-Kailua, HI"
63769,29031,16020,"Cape Girardeau, MO-IL"
36258,01029,,
28709,37021,11700,"Asheville, NC"
54864,55031,20260,"Duluth, MN-WI"
51358,19147,,
37047,47117,30280,"Lewisburg, TN"
28556,37137,35100,"New Bern, NC"
96040,06089,39820,"Redding, CA"
51532,19137,,
82646,56025,16220,"Casper, WY"
65230,29089,17860,"Columbia, MO"
24549,51143,19260,"Danville, VA"
65016,29151,27620,"Jefferson City, MO"
52731,19045,17540,"Clinton, IA"
47515,18123,,
66025,20045,29940,"Lawrence, KS"
62230,17027,41180,"St. Louis, MO-IL"
32112,12107,37260,"Palatka, FL"
48429,26155,37020,"Owosso, MI"
91934,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
51466,19161,,
12790,36105,33910,"Monticello, NY"
45135,39071,,
27011,37197,49180,"Winston-Salem, NC"
03227,33003,,
27212,37033,,
54638,55081,43890,"Sparta, WI"
70346,22005,12940,"Baton Rouge, LA"
66533,20177,45820,"Topeka, KS"
50624,19075,47940,"Waterloo-Cedar Falls, IA"
99217,53063,44060,"Spokane-Spokane Valley, WA"
72106,05045,30780,"Little Rock-North Little Rock-Conway, AR"
29564,45089,,
57329,46023,,
22911,51003,16820,"Charlottesville, VA"
63932,29023,38740,"Poplar Bluff, MO"
62808,17189,,
52540,19101,,
68715,31119,35740,"Norfolk, NE"
33837,12105,29460,"Lakeland-Winter Haven, FL"
57234,46039,,
39347,28061,29860,"Laurel, MS"
54517,55003,,
87511,35039,21580,"Española, NM"
27317,37151,24660,"Greensboro-High Point, NC"
67353,20049,,
92154,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
08831,34023,35620,"New York-Newark-Jersey City, NY-NJ"
65679,29213,14700,"Branson, MO"
79527,48415,43660,"Snyder, TX"
12817,36113,24020,"Glens Falls, NY"
31783,13287,45700,"Tifton, GA"
66946,20201,,
39841,13099,,
38920,28135,,
66409,20177,45820,"Topeka, KS"
99160,53019,,
37073,47147,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
71065,22085,,
70377,22109,26380,"Houma-Bayou Cane-Thibodaux, LA"
35661,01033,22520,"Florence-Muscle Shoals, AL"
48893,26073,34380,"Mount Pleasant, MI"
69365,31161,,
65330,29195,32180,"Marshall, MO"
60938,17075,,
55385,27085,26780,"Hutchinson, MN"
88002,35013,29740,"Las Cruces, NM"
64859,29097,27900,"Joplin, MO-KS"
42021,21039,37140,"Paducah, KY-IL"
50275,19039,,
32350,12079,,
43910,39081,48260,"Weirton-Steubenville, WV-OH"
53502,55045,31540,"Madison, WI"
27938,37073,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
64427,29003,41140,"St. Joseph, MO-KS"
04963,23011,12300,"Augusta-Waterville, ME"
56320,27145,41060,"St. Cloud, MN"
20187,51061,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
48621,26135,,
13850,36007,13780,"Binghamton, NY"
15010,42007,38300,"Pittsburgh, PA"
13754,36007,13780,"Binghamton, NY"
18707,42079,42540,"Scranton--Wilkes-Barre, PA"
12572,36027,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
57332,46061,33580,"Mitchell, SD"
64723,29013,28140,"Kansas City, MO-KS"
39751,28155,44260,"Starkville, MS"
68453,31151,,
47135,18061,31140,"Louisville/Jefferson County, KY-IN"
78130,48187,41700,"San Antonio-New Braunfels, TX"
57782,46047,,
79561,48353,45020,"Sweetwater, TX"
12985,36019,38460,"Plattsburgh, NY"
65567,29029,,
57003,46099,43620,"Sioux Falls, SD-MN"
58057,38077,47420,"Wahpeton, ND-MN"
56382,27097,,
31054,13319,,
55981,27157,40340,"Rochester, MN"
61065,17007,40420,"Rockford, IL"
57794,46102,,
17004,42087,30380,"Lewistown, PA"
37387,47061,,
54759,55091,,
44074,39093,17410,"Cleveland, OH"
24101,51067,40220,"Roanoke, VA"
29142,45075,36700,"Orangeburg, SC"
92264,06065,40140,"Riverside-San Bernardino-Ontario, CA"
69026,31145,,
65258,29137,,
50047,19181,19780,"Des Moines-West Des Moines, IA"
32955,12009,37340,"Palm Bay-Melbourne-Titusville, FL"
29505,45041,22500,"Florence, SC"
24526,51019,31340,"Lynchburg, VA"
82310,56013,40180,"Riverton, WY"
14063,36013,27460,"Jamestown-Dunkirk, NY"
75468,48277,37580,"Paris, TX"
12410,36111,28740,"Kingston, NY"
68977,31083,,
76579,48027,28660,"Killeen-Temple, TX"
50601,19069,,
71766,05013,15780,"Camden, AR"
67154,20015,48620,"Wichita, KS"
61477,17057,15900,"Canton, IL"
67336,20021,27900,"Joplin, MO-KS"
51536,19155,36540,"Omaha, NE-IA"
24381,51035,,
37865,47155,42940,"Sevierville, TN"
61567,17125,,
78112,48029,41700,"San Antonio-New Braunfels, TX"
64645,29211,,
13862,36007,13780,"Binghamton, NY"
52751,19045,17540,"Clinton, IA"
27242,37125,38240,"Pinehurst-Southern Pines, NC"
72433,05075,,
28571,37137,35100,"New Bern, NC"
47443,18055,,
62268,17189,,
18453,42127,,
00736,72035,41980,"San Juan-Bayamón-Caguas, PR"
47471,18055,,
13146,36117,40380,"Rochester, NY"
14001,36029,15380,"Buffalo-Cheektowaga, NY"
71223,22067,33740,"Monroe, LA"
29302,45083,43900,"Spartanburg, SC"
14883,36107,13780,"Binghamton, NY"
16341,42121,36340,"Oil City, PA"
46540,18039,21140,"Elkhart-Goshen, IN"
84062,49049,39340,"Provo-Orem-Lehi, UT"
40372,21167,,
47712,18163,21780,"Evansville, IN"
95969,06007,17020,"Chico, CA"
26711,54027,49020,"Winchester, VA-WV"
65647,29009,,
89135,32003,29820,"Las Vegas-Henderson-North Las Vegas, NV"
72561,05065,,
43028,39083,34540,"Mount Vernon, OH"
53504,55065,,
51529,19085,36540,"Omaha, NE-IA"
79423,48303,31180,"Lubbock, TX"
44683,39157,35420,"New Philadelphia-Dover, OH"
65360,29083,,
40828,21095,,
50546,19151,,
66964,20157,,
16222,42005,38300,"Pittsburgh, PA"
27559,37037,20500,"Durham-Chapel Hill, NC"
35452,01125,46220,"Tuscaloosa, AL"
87501,35049,42140,"Santa Fe, NM"
13839,36025,,
31075,13175,20140,"Dublin, GA"
68017,31155,36540,"Omaha, NE-IA"
37888,47057,28940,"Knoxville, TN"
04038,23005,38860,"Portland-South Portland, ME"
13068,36109,27060,"Ithaca, NY"
57038,46127,43580,"Sioux City, IA-NE-SD"
59487,30013,24500,"Great Falls, MT"
29727,45025,,
70344,22109,26380,"Houma-Bayou Cane-Thibodaux, LA"
52320,19105,16300,"Cedar Rapids, IA"
79758,48135,36220,"Odessa, TX"
50625,19023,,
30224,13255,12060,"Atlanta-Sandy Springs-Roswell, GA"
54128,55115,43020,"Shawano, WI"
37388,47031,46100,"Tullahoma-Manchester, TN"
45844,39137,,
99126,53065,44060,"Spokane-Spokane Valley, WA"
98266,53073,13380,"Bellingham, WA"
59273,30105,,
54763,55033,32860,"Menomonie, WI"
97625,41035,28900,"Klamath Falls, OR"
42349,21183,,
67559,20165,,
73747,40093,,
57046,46135,49460,"Yankton, SD"
05738,50021,40860,"Rutland, VT"
01255,25003,38340,"Pittsfield, MA"
30820,13125,,
62053,17013,41180,"St. Louis, MO-IL"
65067,29027,27620,"Jefferson City, MO"
53943,55111,12660,"Baraboo, WI"
46118,18063,26900,"Indianapolis-Carmel-Greenwood, IN"
95742,06067,40900,"Sacramento-Roseville-Folsom, CA"
45314,39057,19430,"Dayton-Kettering-Beavercreek, OH"
51461,19047,,
12589,36111,28740,"Kingston, NY"
79763,48135,36220,"Odessa, TX"
26330,54033,17220,"Clarksburg, WV"
55935,27045,40340,"Rochester, MN"
28395,37051,22180,"Fayetteville, NC"
50626,19013,47940,"Waterloo-Cedar Falls, IA"
16442,42049,21500,"Erie, PA"
06058,09005,,
46069,18057,26900,"Indianapolis-Carmel-Greenwood, IN"
75076,48181,43300,"Sherman-Denison, TX"
84116,49035,41620,"Salt Lake City-Murray, UT"
64681,29041,,
66439,20013,,
46562,18085,47700,"Warsaw, IN"
75651,48203,30980,"Longview, TX"
30559,13111,,
75476,48147,14300,"Bonham, TX"
30663,13211,12060,"Atlanta-Sandy Springs-Roswell, GA"
64843,29119,,
64647,29061,,
02817,44003,39300,"Providence-Warwick, RI-MA"
82243,56015,,
13416,36043,46540,"Utica-Rome, NY"
49769,26047,37950,"Petoskey, MI"
48733,26157,,
68404,31109,30700,"Lincoln, NE"
97231,41051,38900,"Portland-Vancouver-Hillsboro, OR-WA"
78617,48453,12420,"Austin-Round Rock-San Marcos, TX"
63735,29207,,
84752,49001,,
57268,46039,,
36080,01051,33860,"Montgomery, AL"
56111,27063,,
23456,51810,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
93012,06111,37100,"Oxnard-Thousand Oaks-Ventura, CA"
56145,27033,,
36861,01123,10760,"Alexander City, AL"
99176,53075,39420,"Pullman, WA"
54025,55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
56134,27133,43620,"Sioux Falls, SD-MN"
37329,47107,11940,"Athens, TN"
38577,47137,,
